ClientID,ClientName,TargetCity,Industry,PanelType,CampaignType,StartDate,MessagesSent,DeliveryRate,OpenRate,ClickRate,ResponseRate,Conversions,Revenue,DatabaseSize,RepeatClient
CL00626,Client_626,Pune,Hotels,WhatsApp Panel,Bulk Broadcast,18-07-2024,45109,0.73,0.54,0.13,0.05,36,40644,16094,No
CL00627,Client_627,Chennai,Retail Shops,SMS Panel,Targeted,22-09-2024,21706,0.83,,,0.03,5,5625,609,Yes
CL00628,Client_628,Bhubaneswar,Real Estate,WhatsApp Panel,Bulk Broadcast,20-02-2024,37235,0.96,0.49,0.15,0.1,62,41726,37939,No
CL00629,Client_629,Bangalore,Gyms,SMS Panel,Lead Nurturing,15-10-2024,19501,0.89,,,0.14,11,9240,10365,No
CL00630,Client_630,Chennai,Gyms,SMS Panel,Lead Nurturing,31-10-2024,2552,0.7,,,0.13,1,1371,22436,No
CL00631,Client_631,Mumbai,Startups,Meta Verified API,Targeted,23-01-2024,31188,0.87,0.5,0.05,0.15,6,2106,47147,Yes
CL00632,Client_632,Bangalore,Schools,Meta Verified API,Retargeting,28-08-2024,2678,0.87,0.65,0.04,0.1,0,0,48612,No
CL00633,Client_633,Chennai,Real Estate,WhatsApp Panel,Lead Nurturing,20-09-2024,25346,0.75,0.48,0.07,0.14,38,13224,35888,No
CL00634,Client_634,Mumbai,Gyms,SMS Panel,Bulk Broadcast,02-10-2024,48878,0.72,,,0.11,34,61132,24220,No
CL00635,Client_635,Pune,Salons,SMS Panel,Retargeting,06-02-2024,5422,0.77,,,0.09,5,7230,45154,No
CL00636,Client_636,Pune,Gyms,SMS Panel,Bulk Broadcast,27-10-2024,49155,0.94,,,0.08,25,46075,13497,Yes
CL00637,Client_637,Delhi,Schools,SMS Panel,Targeted,10-05-2024,31586,0.93,,,0.06,7,2401,43216,Yes
CL00638,Client_638,Ahmedabad,Hospitals,SMS Panel,Bulk Broadcast,13-03-2024,24529,0.84,,,0.08,33,19569,11193,Yes
CL00639,Client_639,Mumbai,Coaching Centers,SMS Panel,Retargeting,05-03-2024,22447,0.93,,,0.13,13,11817,33513,No
CL00640,Client_640,Bangalore,Hotels,Meta Verified API,Bulk Broadcast,18-04-2024,35823,0.79,0.68,0.06,0.14,35,32060,14919,No
CL00641,Client_641,Delhi,Real Estate,Meta Verified API,Targeted,11-11-2024,25277,0.84,0.46,0.05,0.1,34,22746,27943,Yes
CL00642,Client_642,Jaipur,Real Estate,SMS Panel,Lead Nurturing,03-01-2024,38266,0.73,,,0.1,54,80892,28790,No
CL00643,Client_643,Bhubaneswar,Coaching Centers,WhatsApp Panel,Retargeting,15-09-2024,26966,0.8,0.5,0.1,0.13,38,74442,28468,No
CL00644,Client_644,Hyderabad,Retail Shops,Email Panel,Retargeting,28-07-2024,37994,0.8,0.44,0.13,0.1,5,8325,44342,No
CL00645,Client_645,Bangalore,Hotels,SMS Panel,Bulk Broadcast,13-10-2024,49495,0.75,,,0.03,57,39102,48544,No
CL00646,Client_646,Hyderabad,Startups,SMS Panel,Lead Nurturing,28-07-2024,41251,0.75,,,0.13,36,14436,34563,No
CL00647,Client_647,Kolkata,IT Companies,SMS Panel,Bulk Broadcast,23-02-2024,35299,0.91,,,0.14,17,25755,12553,No
CL00648,Client_648,Bhubaneswar,Hotels,Email Panel,Lead Nurturing,02-11-2024,42909,0.97,0.82,0.22,0.1,31,59923,39479,No
CL00649,Client_649,Bangalore,Real Estate,WhatsApp Panel,Retargeting,11-07-2024,32535,0.85,0.6,0.12,0.11,36,67284,31901,No
CL00650,Client_650,Bhubaneswar,IT Companies,Email Panel,Retargeting,14-05-2024,1798,0.86,0.69,0.14,0.06,1,1539,18879,Yes
CL00651,Client_651,Chennai,Retail Shops,SMS Panel,Retargeting,24-04-2024,41491,0.94,,,0.08,35,54705,43829,No
CL00652,Client_652,Pune,Salons,Email Panel,Lead Nurturing,21-01-2024,36954,0.79,0.26,0.04,0.01,70,108360,26919,No
CL00653,Client_653,Mumbai,Retail Shops,SMS Panel,Bulk Broadcast,12-09-2024,19452,0.91,,,0.06,24,22272,29055,Yes
CL00654,Client_654,Pune,Hospitals,Email Panel,Retargeting,17-01-2024,5805,0.97,0.52,0.17,0.05,3,3801,28043,Yes
CL00655,Client_655,Hyderabad,Startups,WhatsApp Panel,Lead Nurturing,25-06-2024,8098,0.88,0.61,0.18,0.03,8,8624,8689,No
CL00656,Client_656,Delhi,Startups,SMS Panel,Lead Nurturing,11-05-2024,37811,0.88,,,0.04,19,8303,29271,Yes
CL00657,Client_657,Pune,Coaching Centers,WhatsApp Panel,Lead Nurturing,02-01-2024,2149,0.82,0.32,0.04,0.07,5,5655,15184,Yes
CL00658,Client_658,Mumbai,Salons,SMS Panel,Retargeting,19-11-2024,20157,0.72,,,0.07,0,0,46643,No
CL00659,Client_659,Mumbai,IT Companies,Email Panel,Targeted,04-03-2024,10593,0.89,0.59,0.06,0.04,2,2666,10167,No
CL00660,Client_660,Bangalore,Hotels,SMS Panel,Lead Nurturing,28-03-2024,47803,0.98,,,0.03,23,19619,32337,No
CL00661,Client_661,Kolkata,Salons,WhatsApp Panel,Bulk Broadcast,03-12-2024,5881,0.97,0.54,0.04,0.02,4,2612,48995,No
CL00662,Client_662,Bhubaneswar,Hotels,Email Panel,Lead Nurturing,14-05-2024,4322,0.71,0.46,0.02,0.12,0,0,26823,No
CL00663,Client_663,Jaipur,Real Estate,Email Panel,Retargeting,01-06-2024,44990,0.87,0.47,0.18,0.09,23,29946,16292,No
CL00664,Client_664,Kolkata,Gyms,Meta Verified API,Targeted,05-06-2024,21106,0.78,0.66,0.12,0.09,2,3106,13639,Yes
CL00665,Client_665,Ahmedabad,Retail Shops,Email Panel,Bulk Broadcast,13-01-2024,24460,0.94,0.74,0.1,0.04,26,12714,40785,No
CL00666,Client_666,Hyderabad,Coaching Centers,Email Panel,Retargeting,28-10-2024,9191,0.95,0.33,0.04,0.12,1,682,35627,No
CL00667,Client_667,Bhubaneswar,Schools,SMS Panel,Retargeting,20-02-2024,45107,0.83,,,0.06,28,28280,22548,No
CL00668,Client_668,Mumbai,IT Companies,Meta Verified API,Retargeting,15-07-2024,33370,0.75,0.48,0.16,0.12,6,11886,48277,Yes
CL00669,Client_669,Hyderabad,IT Companies,Meta Verified API,Bulk Broadcast,01-12-2024,27018,0.78,0.4,0.08,0.11,1,616,21629,Yes
CL00670,Client_670,Ahmedabad,Hotels,Email Panel,Bulk Broadcast,26-06-2024,34907,0.81,0.58,0.07,0.1,20,6380,7215,Yes
CL00671,Client_671,Chennai,IT Companies,Email Panel,Lead Nurturing,10-12-2024,44968,0.96,0.46,0.06,0.07,20,30780,45784,No
CL00672,Client_672,Kolkata,Coaching Centers,Email Panel,Retargeting,10-06-2024,20458,0.94,0.66,0.22,0.07,7,8897,22649,No
CL00673,Client_673,Bangalore,Startups,Meta Verified API,Bulk Broadcast,05-07-2024,33710,0.8,0.56,0.08,0.02,43,81829,19818,Yes
CL00674,Client_674,Ahmedabad,Retail Shops,Email Panel,Bulk Broadcast,26-03-2024,35794,0.98,0.76,0.21,0.09,48,72816,29954,No
CL00675,Client_675,Kolkata,Startups,WhatsApp Panel,Lead Nurturing,16-04-2024,13109,0.88,0.48,0.1,0.06,15,27300,42559,No
CL00676,Client_676,Pune,Hotels,Meta Verified API,Bulk Broadcast,17-06-2024,42713,0.76,0.65,0.19,0.13,44,52976,23371,Yes
CL00677,Client_677,Kolkata,IT Companies,Email Panel,Retargeting,27-11-2024,39969,0.94,0.3,0.11,0.15,15,25065,15741,No
CL00678,Client_678,Ahmedabad,Real Estate,Meta Verified API,Bulk Broadcast,30-08-2024,12908,0.92,0.42,0.15,0.02,7,6503,28346,Yes
CL00679,Client_679,Pune,Coaching Centers,SMS Panel,Targeted,21-01-2024,49728,0.9,,,0.13,28,21224,36952,No
CL00680,Client_680,Ahmedabad,Salons,Email Panel,Targeted,12-02-2024,48383,0.87,0.58,0.17,0.09,32,10592,11536,No
CL00681,Client_681,Chennai,IT Companies,Email Panel,Targeted,28-05-2024,37897,0.77,0.55,0.07,0.1,47,60724,20649,No
CL00682,Client_682,Bhubaneswar,IT Companies,SMS Panel,Bulk Broadcast,22-12-2024,22497,0.74,,,0.09,20,26720,4909,No
CL00683,Client_683,Mumbai,IT Companies,Email Panel,Targeted,12-06-2024,3284,0.91,0.46,0.1,0.14,1,1441,26451,No
CL00684,Client_684,Mumbai,Startups,WhatsApp Panel,Targeted,25-03-2024,42338,0.7,0.24,0.03,0.01,32,29760,3988,No
CL00685,Client_685,Pune,IT Companies,Meta Verified API,Retargeting,02-08-2024,5180,0.75,0.36,0.1,0.15,2,3836,36319,No
CL00686,Client_686,Pune,Startups,SMS Panel,Lead Nurturing,03-06-2024,36353,0.87,,,0.09,21,6615,45414,Yes
CL00687,Client_687,Bangalore,IT Companies,WhatsApp Panel,Retargeting,27-08-2024,19906,0.73,0.48,0.08,0.14,9,4806,17433,No
CL00688,Client_688,Pune,Gyms,SMS Panel,Retargeting,05-08-2024,14361,0.91,,,0.05,13,16146,7238,No
CL00689,Client_689,Hyderabad,Real Estate,Meta Verified API,Retargeting,25-11-2024,30887,0.96,0.74,0.21,0.11,50,59350,9441,No
CL00690,Client_690,Hyderabad,Coaching Centers,WhatsApp Panel,Bulk Broadcast,21-04-2024,24993,0.78,0.34,0.1,0.1,13,20891,2775,No
CL00691,Client_691,Kolkata,Gyms,SMS Panel,Retargeting,28-11-2024,22547,0.91,,,0.06,23,23161,21856,Yes
CL00692,Client_692,Pune,Real Estate,WhatsApp Panel,Bulk Broadcast,05-08-2024,23879,0.8,0.3,0.02,0.13,34,25772,32560,No
CL00693,Client_693,Ahmedabad,Hospitals,WhatsApp Panel,Targeted,04-09-2024,9584,0.82,0.6,0.19,0.03,1,1556,31053,No
CL00694,Client_694,Pune,Retail Shops,Meta Verified API,Bulk Broadcast,03-11-2024,46005,0.8,0.36,0.02,0.09,74,27602,41547,No
CL00695,Client_695,Hyderabad,Coaching Centers,Email Panel,Bulk Broadcast,03-08-2024,15935,0.85,0.3,0.07,0.06,14,18914,24575,No
CL00696,Client_696,Delhi,Startups,SMS Panel,Retargeting,04-03-2024,27017,0.77,,,0.02,9,11151,41138,No
CL00697,Client_697,Kolkata,Coaching Centers,Email Panel,Targeted,18-12-2024,11734,0.75,0.67,0.14,0.08,27,47034,21945,No
CL00698,Client_698,Delhi,Schools,SMS Panel,Retargeting,20-04-2024,7076,0.87,,,0.12,3,2664,46911,No
CL00699,Client_699,Chennai,Salons,WhatsApp Panel,Bulk Broadcast,29-05-2024,23131,0.82,0.58,0.17,0.05,6,11670,12625,Yes
CL00700,Client_700,Ahmedabad,Startups,Email Panel,Retargeting,09-01-2024,36269,0.74,0.48,0.14,0.11,45,87570,37642,No
CL00701,Client_701,Pune,Retail Shops,WhatsApp Panel,Lead Nurturing,12-12-2024,49658,0.78,0.44,0.12,0.13,12,10656,12071,Yes
CL00702,Client_702,Mumbai,Real Estate,WhatsApp Panel,Lead Nurturing,06-12-2024,12380,0.98,0.36,0.08,0.09,6,7128,30471,No
CL00703,Client_703,Pune,Salons,WhatsApp Panel,Targeted,13-11-2024,1460,0.72,0.26,0.07,0.09,1,527,12688,No
CL00704,Client_704,Jaipur,Retail Shops,Email Panel,Lead Nurturing,05-06-2024,41042,0.94,0.31,0.07,0.11,15,23010,45767,No
CL00705,Client_705,Kolkata,Hospitals,SMS Panel,Targeted,09-11-2024,39453,0.88,,,0.14,50,41750,35640,No
CL00706,Client_706,Ahmedabad,Coaching Centers,SMS Panel,Targeted,29-08-2024,48186,0.84,,,0.04,46,19458,39860,No
CL00707,Client_707,Kolkata,Hotels,Email Panel,Bulk Broadcast,25-07-2024,44951,0.96,0.3,0.05,0.02,55,20240,13134,No
CL00708,Client_708,Bhubaneswar,Startups,SMS Panel,Lead Nurturing,03-11-2024,47382,0.9,,,0.07,43,72756,1617,Yes
CL00709,Client_709,Kolkata,Startups,WhatsApp Panel,Retargeting,17-11-2024,42221,0.97,0.44,0.04,0.09,70,81760,46309,No
CL00710,Client_710,Jaipur,Startups,Email Panel,Lead Nurturing,12-10-2024,25029,0.8,0.48,0.05,0.1,31,56575,23918,No
CL00711,Client_711,Bhubaneswar,Hotels,Meta Verified API,Bulk Broadcast,21-04-2024,40054,0.82,0.3,0.11,0.07,26,39650,21879,Yes
CL00712,Client_712,Pune,Hospitals,WhatsApp Panel,Bulk Broadcast,23-09-2024,25070,0.83,0.57,0.04,0.12,34,62322,14333,No
CL00713,Client_713,Pune,Retail Shops,SMS Panel,Targeted,26-04-2024,15827,0.87,,,0.09,9,3474,11889,No
CL00714,Client_714,Mumbai,Coaching Centers,Meta Verified API,Retargeting,14-09-2024,15427,0.74,0.4,0.04,0.11,2,854,15818,No
CL00715,Client_715,Jaipur,Schools,Meta Verified API,Lead Nurturing,03-08-2024,37389,0.86,0.57,0.2,0.09,24,47544,45795,No
CL00716,Client_716,Kolkata,IT Companies,WhatsApp Panel,Lead Nurturing,25-08-2024,48468,0.86,0.3,0.07,0.14,35,22435,45433,No
CL00717,Client_717,Bangalore,Salons,Email Panel,Retargeting,12-09-2024,20772,0.74,0.41,0.11,0.02,33,30261,17767,No
CL00718,Client_718,Jaipur,Schools,SMS Panel,Retargeting,29-02-2024,35115,0.87,,,0.13,6,9870,39216,No
CL00719,Client_719,Bangalore,Schools,Meta Verified API,Lead Nurturing,15-12-2024,22041,0.88,0.7,0.23,0.05,27,28242,4166,No
CL00720,Client_720,Ahmedabad,Hospitals,SMS Panel,Targeted,01-10-2024,39017,0.98,,,0.03,39,58149,48825,No
CL00721,Client_721,Kolkata,Schools,SMS Panel,Lead Nurturing,28-07-2024,42063,0.85,,,0.09,47,21291,14116,No
CL00722,Client_722,Mumbai,Hotels,WhatsApp Panel,Retargeting,28-09-2024,45975,0.72,0.57,0.08,0.03,34,65212,10666,No
CL00723,Client_723,Ahmedabad,Hotels,Email Panel,Lead Nurturing,09-07-2024,12369,0.72,0.47,0.17,0.06,4,1204,36344,Yes
CL00724,Client_724,Bangalore,Salons,SMS Panel,Targeted,11-06-2024,40277,0.71,,,0.12,48,65232,31439,No
CL00725,Client_725,Chennai,Coaching Centers,Meta Verified API,Retargeting,09-02-2024,45638,0.93,0.59,0.2,0.1,69,94116,19203,Yes
CL00726,Client_726,Delhi,Retail Shops,SMS Panel,Lead Nurturing,24-03-2024,7219,0.88,,,0.04,7,11914,10704,No
CL00727,Client_727,Bangalore,Startups,WhatsApp Panel,Retargeting,15-02-2024,13474,0.75,0.25,0.07,0.12,8,8736,8593,Yes
CL00728,Client_728,Mumbai,Coaching Centers,SMS Panel,Lead Nurturing,13-08-2024,19835,0.89,,,0.02,10,12490,1109,No
CL00729,Client_729,Delhi,Salons,Meta Verified API,Bulk Broadcast,24-11-2024,29305,0.75,0.32,0.06,0.02,18,32400,18713,No
CL00730,Client_730,Hyderabad,Retail Shops,WhatsApp Panel,Targeted,20-06-2024,44279,0.84,0.44,0.15,0.03,35,54530,25040,No
CL00731,Client_731,Bangalore,Coaching Centers,SMS Panel,Retargeting,18-02-2024,42844,0.87,,,0.09,56,19040,23756,No
CL00732,Client_732,Bhubaneswar,Real Estate,SMS Panel,Lead Nurturing,07-01-2024,1461,0.71,,,0.04,1,1497,38243,Yes
CL00733,Client_733,Hyderabad,Real Estate,SMS Panel,Lead Nurturing,23-04-2024,25811,0.71,,,0.14,38,41306,21867,No
CL00734,Client_734,Mumbai,Retail Shops,Meta Verified API,Retargeting,07-09-2024,3871,0.75,0.28,0.03,0.08,1,348,12656,No
CL00735,Client_735,Hyderabad,Schools,Email Panel,Lead Nurturing,06-05-2024,39595,0.99,0.7,0.27,0.03,24,40560,4083,No
CL00736,Client_736,Bhubaneswar,Salons,Meta Verified API,Bulk Broadcast,17-09-2024,34043,0.72,0.22,0.06,0.1,22,25630,12733,No
CL00737,Client_737,Ahmedabad,Hospitals,SMS Panel,Retargeting,06-10-2024,39228,0.82,,,0.01,17,7480,47655,No
CL00738,Client_738,Hyderabad,Hotels,Email Panel,Lead Nurturing,28-06-2024,8097,0.73,0.64,0.17,0.11,3,4554,3077,No
CL00739,Client_739,Delhi,Salons,SMS Panel,Retargeting,02-08-2024,15651,0.77,,,0.02,7,7861,33551,No
CL00740,Client_740,Chennai,IT Companies,Email Panel,Lead Nurturing,09-01-2024,17769,0.9,0.57,0.12,0.14,2,616,49584,No
CL00741,Client_741,Hyderabad,Salons,SMS Panel,Lead Nurturing,18-10-2024,20718,0.8,,,0.12,29,9657,5502,No
CL00742,Client_742,Hyderabad,Real Estate,SMS Panel,Retargeting,22-04-2024,12400,0.94,,,0.04,7,3304,13475,Yes
CL00743,Client_743,Mumbai,Hotels,WhatsApp Panel,Retargeting,04-10-2024,44152,0.98,0.4,0.13,0.06,52,94692,33077,No
CL00744,Client_744,Bangalore,Real Estate,Email Panel,Lead Nurturing,29-12-2024,38708,0.94,0.74,0.26,0.02,39,19227,13781,No
CL00745,Client_745,Chennai,Hospitals,Meta Verified API,Lead Nurturing,21-06-2024,25972,0.86,0.47,0.11,0.15,7,9296,41972,No
CL00746,Client_746,Chennai,Coaching Centers,Meta Verified API,Lead Nurturing,13-03-2024,44044,0.81,0.31,0.03,0.14,59,112100,16253,No
CL00747,Client_747,Hyderabad,Schools,Meta Verified API,Retargeting,19-05-2024,7961,0.89,0.53,0.1,0.06,8,2400,25479,No
CL00748,Client_748,Mumbai,Hotels,Email Panel,Targeted,27-08-2024,7710,0.75,0.44,0.11,0.09,4,7464,43798,No
CL00749,Client_749,Ahmedabad,Schools,Meta Verified API,Lead Nurturing,21-10-2024,10023,0.71,0.36,0.12,0.09,5,6920,40111,Yes
CL00750,Client_750,Mumbai,Gyms,Email Panel,Retargeting,27-12-2024,7200,0.86,0.67,0.21,0.1,3,2589,38829,No
CL00751,Client_751,Bhubaneswar,IT Companies,SMS Panel,Bulk Broadcast,11-11-2024,40127,0.78,,,0.07,33,37917,24929,Yes
CL00752,Client_752,Kolkata,Hospitals,Meta Verified API,Lead Nurturing,14-09-2024,3337,0.7,0.42,0.06,0.11,0,0,26407,No
CL00753,Client_753,Ahmedabad,Gyms,WhatsApp Panel,Bulk Broadcast,31-07-2024,13427,0.97,0.39,0.08,0.02,13,11505,17296,Yes
CL00754,Client_754,Delhi,Real Estate,Email Panel,Targeted,09-07-2024,13423,0.82,0.5,0.18,0.04,2,2692,21143,No
CL00755,Client_755,Hyderabad,IT Companies,Meta Verified API,Bulk Broadcast,03-10-2024,4730,0.87,0.73,0.19,0.12,4,4356,14976,No
CL00756,Client_756,Hyderabad,Salons,Email Panel,Bulk Broadcast,04-05-2024,30561,0.96,0.62,0.07,0.05,8,5448,38246,No
CL00757,Client_757,Pune,Hospitals,Meta Verified API,Bulk Broadcast,28-11-2024,25967,0.79,0.5,0.13,0.07,18,25884,18765,No
CL00758,Client_758,Jaipur,Hotels,SMS Panel,Retargeting,30-09-2024,28390,0.73,,,0.03,19,13034,5436,No
CL00759,Client_759,Ahmedabad,Startups,SMS Panel,Lead Nurturing,04-01-2024,33103,0.78,,,0.07,34,12002,38963,No
CL00760,Client_760,Mumbai,IT Companies,SMS Panel,Lead Nurturing,07-05-2024,27128,0.89,,,0.12,37,48877,45211,No
CL00761,Client_761,Hyderabad,Salons,Email Panel,Lead Nurturing,12-07-2024,40668,0.96,0.55,0.14,0.1,52,39520,37361,Yes
CL00762,Client_762,Mumbai,Hospitals,Email Panel,Targeted,26-02-2024,1611,0.91,0.43,0.15,0.02,2,1354,44297,No
CL00763,Client_763,Kolkata,Hospitals,Email Panel,Retargeting,25-12-2024,37727,0.77,0.33,0.03,0.13,32,38144,41644,No
CL00764,Client_764,Kolkata,Salons,WhatsApp Panel,Lead Nurturing,17-01-2024,8029,0.77,0.58,0.18,0.05,3,1668,17778,No
CL00765,Client_765,Bangalore,Hospitals,WhatsApp Panel,Targeted,25-07-2024,17494,0.98,0.67,0.25,0.05,24,19656,13848,No
CL00766,Client_766,Kolkata,Hospitals,WhatsApp Panel,Lead Nurturing,19-01-2024,2357,0.9,0.79,0.15,0.03,3,1905,1523,Yes
CL00767,Client_767,Bhubaneswar,Coaching Centers,Meta Verified API,Bulk Broadcast,09-01-2024,34163,0.87,0.37,0.08,0.05,25,43575,18147,No
CL00768,Client_768,Jaipur,Hospitals,WhatsApp Panel,Retargeting,14-06-2024,48292,0.92,0.4,0.08,0.05,19,34352,12278,No
CL00769,Client_769,Bangalore,Real Estate,SMS Panel,Bulk Broadcast,10-10-2024,12917,0.96,,,0.06,20,26760,44715,No
CL00770,Client_770,Bhubaneswar,Schools,SMS Panel,Targeted,09-06-2024,47641,0.95,,,0.04,74,141636,17154,No
CL00771,Client_771,Bangalore,Hotels,SMS Panel,Lead Nurturing,17-03-2024,37509,0.72,,,0.08,6,9114,49188,No
CL00772,Client_772,Ahmedabad,IT Companies,SMS Panel,Bulk Broadcast,25-11-2024,29978,0.79,,,0.12,38,57874,8893,No
CL00773,Client_773,Ahmedabad,Coaching Centers,Email Panel,Lead Nurturing,29-08-2024,19157,0.95,0.72,0.07,0.11,30,42960,23162,No
CL00774,Client_774,Bhubaneswar,Schools,WhatsApp Panel,Targeted,25-06-2024,7052,0.8,0.48,0.13,0.08,1,1319,38890,No
CL00775,Client_775,Ahmedabad,Real Estate,WhatsApp Panel,Bulk Broadcast,26-06-2024,1716,0.93,0.76,0.07,0.14,1,574,27917,No
CL00776,Client_776,Pune,Startups,Email Panel,Retargeting,23-06-2024,16139,0.92,0.72,0.27,0.05,16,23200,38028,No
CL00777,Client_777,Jaipur,Coaching Centers,WhatsApp Panel,Bulk Broadcast,12-11-2024,34550,0.9,0.67,0.19,0.05,49,78645,20009,No
CL00778,Client_778,Bangalore,Real Estate,Email Panel,Retargeting,16-01-2024,49120,0.91,0.53,0.18,0.06,18,12672,23201,No
CL00779,Client_779,Chennai,Hospitals,WhatsApp Panel,Lead Nurturing,31-01-2024,39191,0.86,0.36,0.11,0.08,26,17992,29577,Yes
CL00780,Client_780,Chennai,Real Estate,Meta Verified API,Retargeting,27-02-2024,17833,0.73,0.59,0.17,0.11,14,20762,27651,No
CL00781,Client_781,Bhubaneswar,IT Companies,WhatsApp Panel,Lead Nurturing,31-10-2024,46330,0.91,0.33,0.06,0.13,10,16440,37700,No
CL00782,Client_782,Kolkata,Hotels,Email Panel,Lead Nurturing,26-09-2024,22714,0.9,0.61,0.09,0.04,32,45600,14413,No
CL00783,Client_783,Bangalore,Gyms,Meta Verified API,Bulk Broadcast,22-09-2024,42191,0.81,0.31,0.02,0.09,66,98868,5662,Yes
CL00784,Client_784,Bhubaneswar,Coaching Centers,WhatsApp Panel,Retargeting,29-05-2024,31824,0.8,0.49,0.1,0.13,25,17975,44308,No
CL00785,Client_785,Pune,Real Estate,WhatsApp Panel,Bulk Broadcast,30-10-2024,10801,0.74,0.66,0.09,0.02,12,20904,43222,No
CL00786,Client_786,Pune,Hotels,Meta Verified API,Bulk Broadcast,20-02-2024,32464,0.82,0.45,0.15,0.04,33,54516,16982,Yes
CL00787,Client_787,Kolkata,Salons,WhatsApp Panel,Lead Nurturing,16-04-2024,6053,0.92,0.56,0.09,0.09,8,14712,18438,No
CL00788,Client_788,Delhi,Startups,Meta Verified API,Lead Nurturing,15-08-2024,40167,0.97,0.49,0.03,0.04,22,19888,29394,No
CL00789,Client_789,Kolkata,Retail Shops,WhatsApp Panel,Targeted,03-08-2024,23622,0.7,0.59,0.2,0.11,4,6148,15549,No
CL00790,Client_790,Bangalore,Hotels,SMS Panel,Lead Nurturing,22-06-2024,5940,0.72,,,0.11,8,6256,34791,No
CL00791,Client_791,Hyderabad,Gyms,WhatsApp Panel,Lead Nurturing,04-09-2024,23275,0.73,0.44,0.08,0.06,25,8850,36751,No
CL00792,Client_792,Hyderabad,Real Estate,Email Panel,Lead Nurturing,26-04-2024,16778,0.73,0.23,0.09,0.04,1,1454,2467,Yes
CL00793,Client_793,Kolkata,Hotels,WhatsApp Panel,Bulk Broadcast,12-11-2024,12925,0.71,0.38,0.13,0.06,10,3050,40801,No
CL00794,Client_794,Ahmedabad,Real Estate,SMS Panel,Retargeting,02-07-2024,3936,0.85,,,0.13,1,1058,20340,No
CL00795,Client_795,Pune,Retail Shops,SMS Panel,Bulk Broadcast,14-01-2024,7987,0.93,,,0.07,12,12168,39251,No
CL00796,Client_796,Bhubaneswar,Schools,WhatsApp Panel,Lead Nurturing,19-08-2024,33517,0.99,0.75,0.1,0.09,53,36199,20505,Yes
CL00797,Client_797,Delhi,Real Estate,SMS Panel,Targeted,14-05-2024,37242,0.7,,,0.07,18,7380,45596,No
CL00798,Client_798,Kolkata,Hotels,Email Panel,Bulk Broadcast,31-01-2024,33994,0.8,0.64,0.03,0.05,11,17061,42181,Yes
CL00799,Client_799,Bhubaneswar,Hotels,Email Panel,Bulk Broadcast,29-03-2024,18944,0.72,0.3,0.07,0.05,11,4400,31404,Yes
CL00800,Client_800,Hyderabad,Hotels,SMS Panel,Retargeting,18-04-2024,37977,0.95,,,0.14,27,35262,7149,No
CL00801,Client_801,Ahmedabad,Schools,WhatsApp Panel,Lead Nurturing,07-06-2024,38104,0.73,0.64,0.05,0.05,16,7072,40980,Yes
CL00802,Client_802,Jaipur,Real Estate,Email Panel,Bulk Broadcast,03-02-2024,30346,0.75,0.58,0.05,0.1,3,2343,11745,No
CL00803,Client_803,Delhi,Salons,SMS Panel,Targeted,11-08-2024,31507,0.96,,,0.04,36,38232,48424,No
CL00804,Client_804,Delhi,Hotels,WhatsApp Panel,Retargeting,26-06-2024,2135,0.98,0.44,0.15,0.03,0,0,14158,No
CL00805,Client_805,Ahmedabad,Schools,WhatsApp Panel,Targeted,30-08-2024,29967,0.85,0.65,0.25,0.14,53,20564,42176,No
CL00806,Client_806,Bangalore,Hospitals,SMS Panel,Targeted,05-08-2024,31345,0.78,,,0.05,17,12920,7853,No
CL00807,Client_807,Pune,Startups,Meta Verified API,Targeted,01-01-2024,33238,0.86,0.34,0.1,0.03,16,20112,25373,Yes
CL00808,Client_808,Mumbai,Real Estate,WhatsApp Panel,Bulk Broadcast,19-07-2024,2377,0.93,0.69,0.19,0.03,0,0,40948,No
CL00809,Client_809,Mumbai,Coaching Centers,WhatsApp Panel,Bulk Broadcast,12-10-2024,18688,0.81,0.44,0.03,0.05,36,36468,32366,No
CL00810,Client_810,Delhi,Startups,Email Panel,Targeted,26-01-2024,49538,0.8,0.26,0.03,0.06,64,126848,13094,No
CL00811,Client_811,Ahmedabad,Coaching Centers,Meta Verified API,Retargeting,12-09-2024,4963,0.73,0.65,0.12,0.12,3,2400,37005,No
CL00812,Client_812,Kolkata,Hospitals,WhatsApp Panel,Bulk Broadcast,10-05-2024,2544,0.76,0.29,0.11,0.14,4,6896,43453,No
CL00813,Client_813,Bangalore,Hospitals,Email Panel,Bulk Broadcast,28-02-2024,42048,0.93,0.32,0.05,0.05,47,63262,16861,No
CL00814,Client_814,Jaipur,IT Companies,Email Panel,Targeted,16-08-2024,45021,0.87,0.69,0.13,0.03,12,6744,14923,Yes
CL00815,Client_815,Chennai,Retail Shops,Meta Verified API,Targeted,03-08-2024,31392,0.79,0.54,0.14,0.11,22,43274,36309,No
CL00816,Client_816,Chennai,Real Estate,WhatsApp Panel,Lead Nurturing,15-10-2024,37265,0.76,0.44,0.15,0.04,11,7788,36912,Yes
CL00817,Client_817,Bangalore,Startups,Email Panel,Bulk Broadcast,12-08-2024,26635,0.8,0.57,0.03,0.11,8,14832,21723,No
CL00818,Client_818,Hyderabad,Retail Shops,SMS Panel,Retargeting,12-07-2024,40220,0.88,,,0.04,18,36000,24819,No
